Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4632160131,CVF2932,NY,PAS,03/27/2017,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0457P,,BK,,,NB CONEY ISLAND AVE,@ LOCUST AVE,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8246054697,12071MJ,NY,COM,07/21/2016,14,VAN,FRUEH,T,29450,97510,30620,88888888,1,1,1,355283,T105,M,0932A,,NY,F,225,Rector Pl,,0,408,c,,YYYYYYY,,,BROWN,,2016,,0,L 99,14-No Standing,,,
7072366441,12172JY,NY,COM,08/27/2016,38,VAN,CHEVR,T,34250,10610,10810,88888888,13,13,13,363557,T102,L,0151P,,NY,O,202,W 24th St,,0,408,h1,,Y,0900A,0700P,WHITE,,2007,,0,23 6,38-Failure to Display Muni Rec,,,
1422913200,66103JR,NY,COM,04/28/2017,46,DELV,MERCU,P,10210,18350,18370,20171031,19,19,19,932402,19,0,1046A,,NY,F,1175,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2004,-,0,,,,,
4624936498,GSS9745,NY,PAS,10-11-2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0102P,,ST,,,SB MIDLAND AVE @ MAS,ON AVE,0,1180,B,T,,,,BL,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623104989,X71DBP,NJ,PAS,09-09-2016,36,WAGO,LINCO,V,0,0,0,0,,0,0,0,,,0846A,,BK,,,NB OCEAN PKWY @ SHOR,E PKWY,0,1180,B,T,,,,BLK,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8555901200,GTZ5137,NY,PAS,05-08-2017,14,SUBN,JEEP,T,0,0,0,20190413,114,114,114,333032,T401,O,0726A,,Q,I,W,51st St,100ft N/of Northern,0,408,c,,YYYYY,0700A,1000A,RD,,2007,,0,01-A,14-No Standing,,,
8484079090,53915BA,NY,OMR,05/25/2017,79,BUS,ALFAR,T,10610,34710,34730,20180228,18,18,18,362639,T106,N,0240P,,NY,O,701,7th Ave,,0,408,c3,,YYYYYYY,,,RED,,2007,,0,24,79-Bus Layover (No Pass),,,
8253557462,DNV2267,NY,PAS,11-05-2016,20,4DSD,LEXUS,T,13990,13590,25790,20180830,107,107,107,361354,T402,L,0225A,,Q,F,195-10D,67th Ave,,0,408,d,,YYYYYYY,,,GREY,,2011,,0,J 42,20A-No Parking (Non-COM),,,
8480512866,GLC5079,NY,PAS,04-10-2017,31,4DSD,VOLKS,T,10810,34370,34390,20180313,14,14,14,356179,T102,L,0306P,,NY,F,408,8th Ave,,0,408,l3,,YYYYY,0700A,0700P,GY,,2011,,0,99,31-No Stand (Com. Mtr. Zone),,,
8363011629,14829MJ,NY,COM,08/26/2016,14,VAN,FRUEH,T,19010,10410,25390,88888888,23,23,23,358615,T103,GG,0454P,,NY,F,5,E 102nd St,,0,408,c,,YYYYYYY,,,WHITE,,2016,,0,01 7,14-No Standing,,,
7381088538,GFS3176,NY,PAS,08-09-2016,21,SUBN,JEEP,T,28990,14740,14810,20170411,112,112,112,363965,T402,D,0846A,,Q,F,70-11,Austin St,,0,408,d1,,Y,0830A,0900A,GR,,0,,0,05 4,21-No Parking (street clean),,,
4628140649,GPP2600,NY,PAS,12-12-2016,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0148P,,BX,,,NB RIVERDALE AVE @ W,254TH ST,0,1180,B,T,,,,BR,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7171742805,GTR8183,NY,PAS,11/22/2016,14,2DSD,SMART,T,70130,89930,12660,20180930,84,84,84,349539,T730,C,0414P,,K,F,65,Pearl St,,0,408,c,,YYYYYYY,,,GY,,2015,,0,01 3,14-No Standing,,,
7577860281,HDM6114,NY,PAS,12-06-2016,20,PICK,CHEVR,T,61390,42070,54790,20180127,109,109,109,363559,T401,K,0932A,,Q,F,131-01,Sanford Ave,,0,408,d,,Y,0800A,0600P,RD,,2014,,0,01 4,20A-No Parking (Non-COM),,,
8172047290,GMA9104,NY,PAS,01/26/2017,21,SUBN,SUBAR,T,5180,29830,67047,20171216,76,76,76,363545,T302,I,1206P,,K,F,119,2nd Pl,,0,408,d1,,Y,1130A,0100P,BK,,2006,,0,55,21-No Parking (street clean),,,
7799121294,KBB6187,PA,PAS,02/18/2017,37,SUBN,KIA,T,35680,0,0,20171288,61,61,61,361068,T302,G,1215P,1130A,K,I,W,E 19th St,35ft S/of Shore Pky,20170218,408,h1,,Y,0900A,1000P,SILVE,,0,334-3036,0,46,37-Expired Muni Meter,,,
4624641309,GGV0313,PA,PAS,10-06-2016,36,SDN,HONDA,V,0,0,0,0,,0,0,0,,,1116A,,MN,,,SB 9 AVE. W30 ST- W2,3 ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8487612507,HAX3953,NY,PAS,01-07-2017,40,4DSD,HYUND,T,61090,58590,23090,20170813,109,109,109,357763,T401,D,0825A,,Q,F,144-10,Roosevelt Ave,,0,408,e2,,YYYYYYY,,,BL,,2016,,9,3,40-Fire Hydrant,,,
8521473503,GZC4496,NY,PAS,05-02-2017,14,4DSD,ME/BE,T,13610,36530,36550,20170705,30,30,30,352070,T103,Q,0158P,,NY,F,3405,Broadway,,0,408,c,,YYYYYYY,,,BK,,2007,,0,9,14-No Standing,,,
7492721419,HGJ2188,NY,PAS,11/23/2016,46,4DSD,HYUND,T,10210,19370,19390,20180620,20,20,20,356549,T103,J,0149P,,NY,F,2232,3rd Ave,,0,408,f1,,,,,GY,,2010,,0,25 7,46A-Double Parking (Non-COM),,,
8534408490,12215MG,NY,COM,04-03-2017,40,VAN,FRUEH,T,66330,0,0,88880088,94,94,94,361084,T301,I,0512P,,K,I,N,N 7th St,20ft W/of Berry St,0,408,e2,,YYYYYYY,,,BROWN,,2015,,0,M,40-Fire Hydrant,,,
7869332240,BGH4041,NY,PAS,01/26/2017,21,4DSD,MERCU,T,59320,25890,25920,20171216,40,40,40,362578,T201,E,1109A,,BX,O,346,Powers Ave,,0,408,d1,,Y  Y,1100A,1230A,OTHER,,2008,,0,59,21-No Parking (street clean),,,
8495454865,26459MH,NY,COM,04-08-2017,19,VAN,ISUZU,T,25390,17450,17470,20170930,13,13,13,365360,T102,L,0240P,,NY,F,1,Madison Ave,,0,408,c3,,YYYYYYY,,,WH,,2015,,0,9,19-No Stand (bus stop),,,
8057527780,62336MB,NY,COM,07-12-2016,37,VAN,VOLKS,T,24890,18710,18730,20180208,19,19,19,361312,T103,CC,0316P,1242P,NY,F,1280,Lexington Ave,,20160712,408,h1,,YYYYY,1000A,0700P,GY,,2015,119-3005,0,01 7,37-Expired Muni Meter,,,
8522926270,4BG632,MA,PAS,06-03-2017,20,2DSD,HONDA,T,8720,74170,74210,20190288,44,44,44,330234,T201,S,0618A,,BX,F,990,Anderson Ave,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,D,20A-No Parking (Non-COM),,,
8508652422,96222JK,NY,COM,01/20/2017,14,VAN,FORD,T,17250,12110,12210,20180430,9,9,9,363111,T101,N,0157P,,NY,F,516,E 13th St,,0,408,c,,YYYYYYY,,,WH,,2009,,0,95,14-No Standing,,,
8517957684,JVB1856,PA,PAS,03-09-2017,38,4DSD,BMW,T,13610,35650,35670,20170288,24,24,24,364919,T103,R,0337P,,NY,F,2536,Broadway,,0,408,h1,,Y,0800A,1000P,BLUE,,0,,0,50,38-Failure to Display Muni Rec,,,
8534513661,ZNH81W,NJ,PAS,04/21/2017,38,SUBN,HONDA,T,63030,51350,63990,88880088,88,88,88,355161,T301,I,0333P,,K,F,218,Myrtle Ave,,0,408,h1,,Y,0800A,0700P,BLACK,,0,,0,8,38-Failure to Display Muni Rec,,,
7498241080,35901MJ,NY,COM,09-01-2016,82,VAN,FORD,T,8440,0,0,20180620,114,114,114,363985,T401,P,0310P,,Q,I,S,34th Ave,30ft E/of Steinway S,0,408,k1,,,,,WH,,2003,,0,52-A,82-Unaltered Commerc Vehicle,,,
8455505722,GMK8846,NY,PAS,10-06-2016,40,SUBN,DODGE,T,39490,43360,10140,20180114,109,109,109,341921,T401,L,0608A,,Q,F,44-15,Colden St,,0,408,e2,,YYYYYYY,,,BK,,2013,,8,X 41,40-Fire Hydrant,,,
4630397231,GRU5388,NY,PAS,02-01-2017,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0856A,,BX,,,NB BEDFORD PARK BLVD,@ MARION AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8063576871,58637MJ,NY,COM,01/17/2017,46,VAN,FRUEH,T,25390,18610,18630,20170630,19,19,19,357094,T103,H,1042A,,NY,F,1088,Madison Ave,,0,408,F1,,,,,WH,,2016,,0,54,46B-Double Parking (Com-100Ft),,,
4631145778,GWT8902,NY,PAS,03-01-2017,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0153P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,TN,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8145014323,GCR1026,NY,PAS,12/13/2016,9,4DSD,TOYOT,T,29220,68420,0,20181119,46,46,46,358648,T202,N,0154P,,BX,X,,E Fordham Rd,Tiebout Ave,0,408,e1,,,,,GY,,2006,,0,22 2,09-Blocking the Box,,,
7755157192,ERL6151,NY,PAS,11/25/2016,21,4DSD,HONDA,T,68390,36190,55490,20170301,104,104,104,355054,T402,L,0918A,,Q,F,555,Woodward Ave,,0,408,d1,,Y  Y,0830A,1000A,GY,,1998,,0,D 42,21-No Parking (street clean),,,
8483085410,XBVE55,NJ,PAS,05/15/2017,14,VAN,NS/OT,T,34470,13610,10610,88880088,14,14,14,356484,T106,P,0843A,,NY,F,161,W 35th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,3,14-No Standing,,,
8565757511,HDT7408,NY,PAS,06-08-2017,21,4DSD,DODGE,T,35390,23365,18640,20171129,103,103,103,354200,T803,BB,0112A,,Q,O,151-16,Beaver Rd,,0,408,d1,,Y,1200A,0300A,GY,,2015,,0,C,21-No Parking (street clean),,,
1414799135,GNB6852,OH,PAS,11-10-2016,21,SDN,HONDA,P,59520,13820,22320,0,42,42,42,935012,42,0,0956A,,BX,F,1439,PROSPECT AVE,,0,408,E2,,YBBYBBB,0930A,1100A,GREEN,0,0,-,0,,,,,
7730549827,HDD1588,NY,PAS,09-06-2016,21,4DSD,BMW,T,87330,69330,81430,20171215,77,77,77,362518,T301,N,0946A,,K,F,679,Vanderbilt Ave,,0,408,d1,,Y  Y,0930A,1100A,GY,,2007,,0,19 3,21-No Parking (street clean),,,
8547860083,CUL4677,NY,PAS,05/30/2017,38,4DSD,TOYOT,T,6330,5430,5580,20180722,78,78,78,363060,T302,P,0535P,,K,F,276A,12th St,,0,408,h1,,Y,0900A,0700P,GY,,2003,,0,56,38-Failure to Display Muni Rec,,,
4634789498,HBU4514,NY,PAS,06-06-2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1058A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4006920090,7SKV613,CA,PAS,01/25/2017,5,UT,FORD,V,0,0,0,0,,0,0,0,,,0419P,,MN,,,EB 125TH ST @ ADAM C,LAYTON POWELL JR BLV,0,1111,C,T,,,,,,2016,,0,,BUS LANE VIOLATION,,,
8516575500,GRT4646,NY,PAS,06-01-2017,14,SUBN,HONDA,T,10410,19210,19250,20181006,28,28,28,350439,T103,G,0119P,,NY,F,1370,5th Ave,,0,408,c,,YYYYYYY,,,GR,,0,,0,28,14-No Standing,,,
8521114679,GTL2364,NY,PAS,05-01-2017,40,4DSD,BMW,T,36610,0,0,20180917,33,33,33,362172,T103,M,0437P,,NY,I,N,W 142nd St,30ft W/of Frederick,0,408,e2,,YYYYYYY,,,WH,,2015,,7,O,40-Fire Hydrant,,,
8487433959,7RNJ60,MA,PAS,04-01-2017,38,4DSD,HONDA,T,17340,8590,8790,20181088,115,115,115,363973,T401,D,0917A,,Q,O,35-65,85th St,,0,408,h1,,Y,0900A,0700P,GREY,,0,,0,41-A,38-Failure to Display Muni Rec,,,
1408890483,HFP8760,NY,PAS,02/14/2017,21,SDN,HONDA,P,47630,58730,85730,20180530,79,79,110,350318,T110,0,0826A,,K,F,88,HART ST,,0,408,D1,,BYBBYBB,0800A,0930A,BLK,0,0,-,0,,,,,
7929588713,HLY5124,NY,PAS,01/27/2017,70,4DSD,BMW,T,26590,9690,9840,20170120,111,111,111,363917,T401,A,0822A,,Q,O,42-04,215th Pl,,0,408,j3,,YYYYYYY,,,BLACK,,2014,,0,43,70A-Reg. Sticker Expired (NYS),,,
4622422130,FJD5749,NY,PAS,07/21/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0848A,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,BL,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8295058678,GCE9214,NY,PAS,03-04-2017,21,4DSD,HONDA,T,54050,90880,67047,20181008,62,62,62,330578,T302,U,0741A,,K,F,268,Kings Hwy,,0,408,d1,,Y,0730A,0800A,BK,,2015,,0,W,21-No Parking (street clean),,,
7881726799,HBN3896,NY,PAS,02-07-2017,21,4DSD,CHEVR,T,27780,12550,41420,20171029,52,52,52,363109,T201,K,1235P,,BX,F,301,E 205th St,,0,408,d1,,Y  Y,1130A,0100P,BR,,2012,,0,31,21-No Parking (street clean),,,
8474911886,GTW4445,NY,PAS,01/31/2017,37,SUBN,HONDA,T,9340,35690,40200,20180901,111,111,111,364920,T401,R,0255P,0153P,Q,F,213-37,40th Ave,,0,408,h1,,Y,0900A,0700P,GY,,2014,421-3071,0,43-A,37-Expired Muni Meter,,,
8083545545,GZC9262,NY,PAS,09/16/2016,20,CONV,VOLKS,T,10010,0,0,20170608,25,25,25,347593,T103,B,0741A,,NY,I,W,1st Ave,25ft N/of E 120th St,0,408,d,,YYYYY,0700A,0700P,GY,,2006,,0,CCA,20A-No Parking (Non-COM),,,
8352548920,HKP2615,NY,PAS,03-03-2017,21,4DSD,ME/BE,T,35080,14330,14380,20180916,70,70,70,362176,T302,E,1142A,,K,O,1662,E 7th St,,0,408,d1,,Y,1130A,0100P,GY,,2008,,0,46,21-No Parking (street clean),,,
8382015190,FMB6920,NY,PAS,09/22/2016,13,4DSD,HONDA,T,61490,50120,26670,20170817,44,44,44,356312,T801,B,1015P,,BX,O,1197,River Ave,,0,408,c2,,YYYYYYY,,,GY,,2009,,0,K 21,13-No Stand (taxi stand),,,
7868278006,34840MA,NY,COM,07-05-2016,42,VAN,CHEVR,T,34250,10410,10510,20170630,13,13,13,361283,T102,F,1225P,,NY,F,77,W 24th St,,0,408,h1,,YYYYY,0800A,0700P,WHITE,,2013,144-3572,0,20 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
8562450935,HJY8911,NY,PAS,05-05-2017,21,4DSD,TOYOT,T,0,0,0,20180822,112,112,112,355054,T402,L,0936A,,Q,F,6254,97th St,,0,408,d1,,Y,0930A,1100A,GY,,2016,,0,M,21-No Parking (street clean),,,
7466331828,HAX9159,NY,PAS,07/26/2016,21,4DSD,VOLKS,T,14840,38690,56490,20170830,104,104,104,363505,T402,C,0843A,,Q,F,71-29,70th St,,0,408,d1,,Y,0830A,1000A,BK,,2015,,0,28 4,21-No Parking (street clean),,,
8548805742,EHP8081,NY,PAS,06-06-2017,71,SUBN,HONDA,T,37930,32600,74230,20171108,67,67,67,357335,T302,Y,0347P,,K,O,87,E 93rd St,,0,408,j6,,YYYYYYY,,,BROWN,,2004,,0,Y,71A-Insp Sticker Expired (NYS),,,
8295571308,HAU1166,NY,PAS,04/28/2017,38,4DSD,ME/BE,T,59990,15890,16040,20180120,112,112,112,362586,T402,F,0101P,,Q,F,115-12,Queens Blvd,,0,408,h1,,Y,0830A,0700P,BK,,2016,,0,8,38-Failure to Display Muni Rec,,,
8240518308,GRP1057,NY,PAS,10/20/2016,70,4DSD,NISSA,T,52155,40404,40404,20160811,107,107,107,363142,Quee,S,0354P,,Q,F,81-77,Kildare Rd,,0,408,j3,,YYYYYYY,,,BLACK,,2016,,0,I 42,70A-Reg. Sticker Expired (NYS),,,
8497705853,20319TC,NY,TRC,04/13/2017,47,TRAC,NS/OT,T,10810,34630,34650,20180331,14,14,14,357768,T506,G,0231P,,NY,F,691,8th Ave,,0,408,l2,,Y,0700A,0700P,WHITE,,2007,,0,2,47-Double PKG-Midtown,,,
8025192260,CTY9651,NY,PAS,08-11-2016,71,4DSD,NISSA,T,0,40404,40404,20171215,114,114,114,363999,T401,G,1242P,,Q,I,,Broadway / 31st Lot,,0,408,j6,,YYYYYYY,,,RED,,2002,,0,27 4,71A-Insp Sticker Expired (NYS),,,
4626326341,T88GAC,NJ,PAS,11-03-2016,36,WAGO,HONDA,V,0,0,0,0,,0,0,0,,,0844A,,BK,,,NB OCEAN PKWY @ SHOR,E PKWY,0,1180,B,T,,,,BR,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8488875502,BBP3804,NY,PAS,04/18/2017,39,4DSD,ACURA,T,30190,59200,37390,20180204,101,101,101,361789,T402,P,0459P,0245P,Q,O,324,Beach 19th St,,0,408,d,,Y,0900A,0700P,RD,,2016,,0,W,39-Overtime PKG-Time Limt Post,,,
8565153253,HHG7088,NY,PAS,05/15/2017,70,4DSD,NISSA,T,21540,22190,23170,20170510,106,106,106,363493,T402,S,0224P,,Q,F,13535,123rd St,,0,408,j3,,YYYYYYY,,,GY,,2013,,0,T,70A-Reg. Sticker Expired (NYS),,,
8217013251,14417MJ,NY,COM,08-11-2016,19,DELV,ME/BE,T,57790,23290,23240,88888888,109,109,109,359624,T401,A,0129P,,Q,F,150-05,Northern Blvd,,0,408,c3,,YYYYYYY,,,WHITE,,2016,,0,44-A,19-No Stand (bus stop),,,
8480650655,T42EWG,NJ,PAS,12/22/2016,31,4DSD,BMW,T,34730,29900,10510,19880088,17,17,17,364832,T102,M,0404P,,NY,O,62,W 48th St,,0,408,l3,,YYYYY,0700A,0600P,BLACK,,0,,0,14 6,31-No Stand (Com. Mtr. Zone),,,
8555561358,AJJ2010,NY,PAS,06-09-2017,70,VAN,FORD,T,9840,0,0,88880088,108,108,108,355127,T401,C,1037A,,Q,I,S,43rd Ave,25ft E/of 65th St,0,408,j3,,YYYYYYY,,,WHITE,,0,,0,52-A,70-Reg. Sticker Missing (NYS),,,
8556551439,37SV38,NY,MOT,05-01-2017,70,MCY,HARLE,T,9540,39595,54580,20170430,109,109,109,359307,T401,A,0835A,,Q,F,133-24,41st Ave,,0,408,j3,,YYYYYYY,,,RED,,0,,0,3,70A-Reg. Sticker Expired (NYS),,,
4625450202,GTE6548,NY,PAS,10/19/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0205P,,BK,,,WB FLATLANDS AVE @ E,100 ST,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4627455859,DEP8093,NY,PAS,11/30/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1014A,,QN,,,SB FRANCIS LEWIS BLV,D @ STATION RD,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8490371283,D88FEX,NJ,PAS,02/16/2017,21,4DSD,NISSA,T,18630,26630,55330,88888888,67,67,67,347654,T302,A,0934A,,K,O,2075,Bedford Ave,,0,408,d1,,Y  Y,0900A,1030A,GREY,,0,,0,16,21-No Parking (street clean),,,
7061975740,36639BB,NY,OMR,08-09-2016,14,BUS,ANKA,T,34750,0,0,20170228,18,18,18,346109,T106,A,0320P,,NY,I,N,W 49th St,100ft E/of 7th Ave,0,408,c,,YYYYYYY,0700A,1200A,RD,,2015,,0,99 6,14-No Standing,,,
7037591737,GYU7078,NY,PAS,07/29/2016,31,4DSD,HONDA,T,18110,24890,10210,20170804,17,17,17,358128,T503,E1,0120P,,NY,F,150,E 56th St,,0,408,l3,,YYYYY,0700A,0600P,BR,,2011,,0,CC1,31-No Stand (Com. Mtr. Zone),,,
8489219102,ATCE246,ON,PAS,03-04-2017,38,SUBN,TOYOT,T,23140,17690,49690,20170888,107,107,107,363071,T402,H,0126P,,Q,O,87-42,148th St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,12,38-Failure to Display Muni Rec,,,
8451000460,43210MC,NY,COM,08/30/2016,40,VAN,WORKH,T,6740,7890,7840,88888888,114,114,114,363928,T401,C,1158A,,Q,O,30-55,21st St,,0,408,e2,,YYYYYYY,,,BROWN,,2012,,0,32 4,40-Fire Hydrant,,,
8496902857,AT458A,NJ,PAS,01/27/2017,19,DELV,INTER,T,10810,34550,34570,88880088,14,14,14,351969,T506,B,0802A,,NY,F,614,8th Ave,,0,408,c3,,YYYYYYY,,,GREEN,,0,,0,17,19-No Stand (bus stop),,,
8472752240,FWG2095,NY,PAS,10-12-2016,38,SUBN,JEEP,T,19190,13790,13890,20180726,112,112,112,363057,T402,F,0136P,,Q,F,66-06,99th St,,0,408,h1,,Y,0830A,0700P,BLACK,,2003,,0,01 4,38-Failure to Display Muni Rec,,,
4624337177,HCD5580,NY,PAS,09/27/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0523P,,QN,,,NB WOODHAVEN BLVD @,65TH AVE,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8493202745,GJL5928,NY,PAS,12/24/2016,38,SUBN,BMW,T,10210,18290,18310,20170815,19,19,19,356267,T103,GG,0305P,,NY,F,1122,3rd Ave,,0,408,h1,,Y,0800A,0700P,GY,,2008,,0,01 7,38-Failure to Display Muni Rec,,,
8516655301,XERF64,NJ,PAS,02/27/2017,10,DELV,ISUZU,T,10110,18510,18530,88880088,23,23,23,356214,T103,CC,0719A,,NY,F,1460,2nd Ave,,0,408,b,,YYYYYYY,,,WHITE,,0,,0,CC1,10-No Stopping,,,
8556408163,HMX9443,NY,PAS,05/28/2017,70,SUBN,FORD,T,8790,0,0,88880088,115,115,115,365349,T401,M,0214P,,Q,I,S,37th Ave,15ft E/of 82nd St,0,408,j3,,YYYYYYY,,,BLACK,,0,,0,21,70-Reg. Sticker Missing (NYS),,,
4634837730,GAL5492,NY,PAS,06-07-2017,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0947A,,BK,,,NB CONEY ISLAND AVE,@ LOCUST AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8527550696,AJG5062,NY,PAS,03-02-2017,38,SUBN,CHEVR,T,76950,14220,72820,20170513,43,43,43,364823,T201,I,1212P,,BX,F,1555,Westchester Ave,,0,408,h1,,Y,0800A,0700P,WH,,2007,,0,3,38-Failure to Display Muni Rec,,,
8236576449,2699848,PA,PAS,04/24/2017,21,4DSD,VOLKS,T,49690,23140,23140,20170488,107,107,107,355250,T402,A,0841A,,Q,F,148-05,Hillside Ave,,0,408,d1,,Y,0800A,0900A,GREY,,0,,0,12,21-No Parking (street clean),,,
4622269995,GYA7026,NY,PAS,07/14/2016,36,SUBN,GMC,V,0,0,0,0,,0,0,0,,,1148A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7006325948,XBT2942,VA,PAS,07-12-2016,38,4DSD,ME/BE,T,9540,16140,16290,20161088,110,110,110,352994,T401,K,0143P,,Q,O,77-15,41st Ave,,0,408,h1,,Y,1000A,0700P,GREY,,0,,0,16-A,38-Failure to Display Muni Rec,,,
8509753866,69443JY,NY,COM,01/31/2017,69,VAN,ISUZU,T,10110,17170,17190,20180430,9,9,9,364000,T101,E,0139P,,NY,F,153,2nd Ave,,0,408,h1,,YYYYY,0700A,0200P,OTHER,,2007,,0,63,69-Failure to Disp Muni Recpt,,,
8562751571,T728727C,NY,OMT,05/16/2017,38,4DSD,HYUND,T,49690,23290,23490,20171231,107,107,107,364847,T402,G,0200P,,Q,F,150-15,Hillside Ave,,0,408,h1,,Y,0900A,0700P,BK,,2013,,0,12,38-Failure to Display Muni Rec,,,
8528260094,HJL7707,NY,PAS,03/25/2017,20,SUBN,FORD,T,0,0,0,20180625,44,44,44,361794,T201,R,0522A,,BX,I,N,E 172nd St,80ft E/of Grand Conc,0,408,d,,YYYYYYY,,,BL,,2016,,0,I,20A-No Parking (Non-COM),,,
7062634773,31417MG,NY,COM,10/17/2016,10,DELV,FRUEH,T,18170,10010,32080,88888888,17,17,17,358873,T506,A,1006A,,NY,O,410,E 59th St,,0,408,b,,YYYYYYY,,,WHITE,,2004,,0,07 6,10-No Stopping,,,
1415417465,GZM8472,TX,PAS,10-11-2016,46,,LINCO,P,26630,64830,36480,0,71,71,71,925311,71,0,0936A,,K,O,451,CLARKSON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
8461042037,T674778C,NY,OMT,02/21/2017,21,4DSD,TOYOT,T,13990,68690,20190,20170430,112,112,112,362549,T402,M,0945A,,Q,O,10525,67th Ave,,0,408,d1,,Y,0930A,1100A,BK,,2015,,0,M,21-No Parking (street clean),,,
1402632708,FYB1506,NY,PAS,08/13/2016,19,SDN,VOLKS,P,54120,15140,15490,20180429,105,105,105,958259,105,0,1020P,,Q,F,72-73,LITTLE NECK PKWY,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1414501109,NDRECAJ2,NY,SRF,10-01-2016,21,SDN,TOYOT,S,78050,47520,57720,20170530,49,49,0,582833,BX11,0,0839A,,BX,F,2107,WILLIAMSBRIDGE RD,,0,408,D1,,YYYYYYB,0830A,0900A,BLACK,0,2014,-,0,,,,,
1415317847,HKJ7068,NY,PAS,12-10-2016,40,SUBN,TOYOT,P,42030,54010,52830,20180930,94,94,94,961321,94,0,0320P,,K,F,168,FRANKLIN ST,,0,408,E2,,BBBBBBB,ALL,ALL,SLVR,0,2016,-,0,,,,,
8561308746,DYB5646,NY,PAS,06/19/2017,70,4DSD,HONDA,T,14890,0,0,20170315,112,112,112,363567,T402,H,1256P,,Q,I,W,71st Ave,30ft N/of Metropolit,0,408,j3,,YYYYYYY,,,GY,,2010,,0,22,70A-Reg. Sticker Expired (NYS),,,
8251051137,Q748378,IL,PAS,02/27/2017,21,4DSD,CADIL,T,11130,5280,5430,20170088,68,68,68,331325,T302,L,0908A,,K,O,376,91st St,,0,408,d1,,Y,0830A,1000A,BLACK,,0,,0,E,21-No Parking (street clean),,,
8417018736,AR534H,NJ,PAS,10-12-2016,47,DELV,FRUEH,T,10010,13113,17290,88888888,13,13,13,355080,T102,A,0922A,,NY,O,250,1st Ave,,0,408,l2,,Y,0700A,0700P,WHITE,,0,,0,G 17,47-Double PKG-Midtown,,,
